name,relation,value
辽吉侧金盏花,生活型,多年生草本
辽吉侧金盏花,物候期,3月至4月开花
辽宁堇菜,生活型,多年生草本
辽宁堇菜,生长型,对生
辽宁堇菜,物候期,花期4至7月，果期6至8月
辽冀茴芹,生活型,多年生草本
辽冀茴芹,物候期,花果期6至9月
毛山荆子,生活型,乔木
毛山荆子,物候期,花期5至6月，果期8至9月
辽宁山楂,生活型,落叶灌木
辽宁山楂,生活型,小枝圆柱形
辽宁山楂,物候期,花期5至6月，果期7至8月
辽宁香茶菜,生活型,多年生草本
辽宁香茶菜,物候期,花、果期9月
辽西杜鹃,物候期,花期6月，果期7至8月
辽西虫实,物候期,翅较宽，约0.7毫米，浅黄色，不透明，边缘具不规则的细齿或全缘，花果期7至9月
辽西黄耆,生活型,多年生草本
辽西黄耆,物候期,花期7月
疗齿草属,生活型,直立草本
东北杏,生活型,乔木
东北杏,物候期,花期4月，果期5至7月
蓼科,生活型,草本稀灌木或小乔木
蓼科,生长型,顶生
蓼蓝,生活型,一年生草本
蓼蓝,生长型,顶生
蓼叶眼子菜,生活型,多年生水生草本
蓼叶眼子菜,物候期,花果期约7至9月
蓼属,生活型,一年生或多年生草本
蓼属,生长型,单生
蓼状微孔草,物候期,8至9月开花
蓼子朴,物候期,花期5至8月，果期7至9月
蓼子草,生活型,一年生草本
了墩黄耆,生活型,多年生草本
了墩黄耆,物候期,花果期5至6月
列当科,生活型,多年生、二年生或一年生寄生草本
列当,生活型,二年生或多年生寄生草本
列当,物候期,花期4至7月，果期7至9月
列当属,生活型,多年生、二年生或一年生肉质寄生草本
列叶盆距兰,物候期,花期1至5月
烈香杜鹃,物候期,花期6至7月，果期8至9月
烈香黄耆,生活型,灌木状高大草本
烈味脚骨脆,生活型,落叶乔木
烈味脚骨脆,物候期,花期3至4月，果期9至11月
裂瓣谷精草,生活型,草本
裂瓣谷精草,物候期,花果期9至12月
裂瓣角盘兰,物候期,花期6至9月
裂瓣小檗,生长型,簇生
裂瓣小檗,物候期,花期5月，果期6至7月
裂瓣穗状报春,生活型,多年生草本
裂瓣穗状报春,生长型,簇生
裂瓣穗状报春,物候期,花期7月
裂瓣鼠尾草,生活型,多年生草本
裂瓣小芹,生活型,直立草本
裂瓣羊耳蒜,生活型,附生草本
裂瓣羊耳蒜,生长型,顶生
裂瓣羊耳蒜,物候期,花期9月
裂瓣玉凤花,物候期,花期7至9月
丝裂玉凤花,物候期,花期8至10月
裂瓣紫堇,生活型,无毛草本
裂瓣紫堇,物候期,花果期6至8月
裂苞艾纳香,生活型,多年生草本
裂苞艾纳香,物候期,花期11至12月
裂苞铁苋菜,生活型,一年生草本
裂苞铁苋菜,物候期,花期5至12月
裂苞瘤果芹,生活型,多年生草本
裂苞瘤果芹,物候期,花果期8至10月
裂苞香科科,生活型,多年生草本
裂苞香科科,物候期,花期7月
裂苞省藤,物候期,花期1月，果期7月
裂唇虎舌兰,物候期,花期8至9月
裂唇糙苏,生活型,多年生草本
裂唇糙苏,物候期,花期8月
裂唇舌喙兰,生活型,直立草本
裂唇舌喙兰,物候期,花期8月
裂唇羊耳蒜,生活型,附生草本
裂唇羊耳蒜,物候期,花期11月，果期1至2月
裂唇线柱兰,物候期,花期4月
裂唇鸢尾兰,物候期,花果期9至11月
裂萼糙苏,生活型,多年生草本
裂萼糙苏,物候期,花期9月
裂萼蔓龙胆,生活型,多年生草本
裂萼蔓龙胆,生长型,顶生
裂萼蔓龙胆,物候期,花果期8至10月
裂萼杜鹃,物候期,花期4月
裂萼草莓,生活型,多年生草本
裂稃草属,生活型,一年生或多年生草本
裂萼鼠尾草,生活型,多年生草本
裂萼鼠尾草,物候期,花果期7至8月
裂萼水玉簪,生活型,一年生腐生草本
裂萼水玉簪,物候期,花、果期：8至10月
裂稃茅属,生活型,多年生草本
裂稃茅属,生长型,顶生
裂稃茅,生活型,多年生
裂稃茅,物候期,花果期6至7月
裂稃雀麦,生活型,一年生
裂稃雀麦,物候期,花期6至7月
裂稃燕麦,生活型,一年生
裂冠紫堇,生活型,灰绿色多年生高大半灌木状草本
裂果金花,物候期,花期5至10月，果期7至12月
裂瓜,生活型,一年生攀援草本
裂果薯,生活型,多年生草本
裂果薯,物候期,花果期4至11月
裂果薯属,生活型,多年生草本
裂果薯属,生长型,顶生
裂喙马先蒿,生活型,多年生草本
裂喙马先蒿,物候期,花期8至9月
裂果卫矛,生活型,灌木和小乔木
裂果卫矛,物候期,花期6至7月，果期10月前后
裂距凤仙花,生活型,一年生草本
裂距凤仙花,物候期,花期8至9月
裂距虾脊兰,物候期,花期2至3月
裂舌垂头菊,生活型,多年生草本
裂舌垂头菊,物候期,花期8月
裂毛杜鹃,物候期,花期6月
裂舌橐吾,生活型,多年生高大草本
裂舌橐吾,生长型,簇生
裂舌橐吾,物候期,花果期9至11月
裂檐苣苔,生活型,多年生小草本
裂檐苣苔,物候期,花期4至5月
裂鳞景天,生活型,一年生草本
裂鳞景天,物候期,花期8月
裂序楼梯草,生活型,多年生草本
裂序楼梯草,物候期,花期1至2月
裂叶安息香,生活型,小乔木或灌木
裂叶安息香,物候期,花期4至5月，果期6至9月
裂檐苣苔属,生活型,多年生无茎小草本
裂叶茶藨子,物候期,花期6至7月，果期8至10月
裂叶脆蒴报春,生活型,多年生草本
裂叶脆蒴报春,物候期,花期7月
裂叶地黄,生长型,单生
裂叶地黄,物候期,花期5至9月
裂叶垂头菊,生活型,多年生草本
裂叶点地梅,生活型,多年生草本
裂叶点地梅,物候期,花期4至5月
裂叶风毛菊,生活型,多年生草本
裂叶风毛菊,物候期,花果期7至8月
裂叶蒿,生活型,多年生草本
裂叶蒿,物候期,花果期7至10月
裂叶金盏苣苔,生活型,多年生草本
裂叶金盏苣苔,物候期,花期5月
总裂叶堇菜,生活型,多年生草本
总裂叶堇菜,物候期,花期4至5月
裂叶红景天,生活型,多年生草本
裂叶红景天,物候期,花期8月，果期10月
裂叶黄芩,生活型,直立草本
裂叶黄芩,物候期,花期6月
裂叶荆芥属,生活型,多年生或一年生草本
裂叶荆芥属,生长型,顶生
裂叶蓝钟花,生活型,多年生草本
裂叶蓝钟花,物候期,花期8至9月
裂叶鳞蕊藤,生活型,缠绕草本
裂叶婆婆纳,物候期,花期3至7月
裂叶马兰,生活型,多年生草本
裂叶马兰,物候期,花果期7至9月
裂叶毛茛,生活型,多年生草本
裂叶毛茛,生长型,簇生
裂叶毛茛,物候期,花果期5月至7月
红孩儿,物候期,花期6月开始，果期7月开始
美丽秋海棠,生活型,多年生柔弱草本
美丽秋海棠,物候期,花期6月开始，果期8月
华西忍冬,物候期,花期5至6月，果熟期8月中旬至9月
川西忍冬,物候期,花期6月
裂叶桑,生活型,乔木
裂叶桑,物候期,瘦果压扁，花期5至6月
裂叶山楂,生活型,小乔木
裂叶山楂,生活型,小枝粗壮
裂叶山楂,物候期,花期5至6月，果期7至8月
裂叶铁线莲,物候期,花期5月至7月，果期7月至9月
裂叶沙参,物候期,花期7至10月，果期8至10月
裂叶天胡荽,生活型,细弱草本
裂叶天胡荽,物候期,花果期7月
双盖蕨,生长型,簇生
裂叶莴苣,生活型,一年生草本
裂叶莴苣,物候期,花果期6月
裂叶星果草,生活型,多年生草本
裂叶星果草,生长型,轮生
裂叶星果草,物候期,5至6月开花，6至7月结果
红花疆罂粟,生活型,一年生草本
红花疆罂粟,物候期,花果期4至6月
裂叶翼首花,生活型,多年生草本
裂叶翼首花,物候期,花期7至8月，果期9至10月
裂叶兔耳草,生活型,多年生矮小草本
裂叶兔耳草,物候期,花期5月
裂叶悬钩子,生长型,簇生
裂叶悬钩子,物候期,花期4月
裂叶月见草,生活型,直立至外倾一年生或多年生草本
裂叶月见草,物候期,花期4至9月，果期5至11月
裂叶重羽菊,生活型,多年生莲座状草本
裂叶重羽菊,物候期,花果期8月
裂翼黄耆,生活型,多年生草本
裂翼黄耆,物候期,花期6至7月，果期7至8月
裂颖棒头草,生活型,一年生
裂颖棒头草,物候期,花果期6至8月
裂颖茅属,生活型,一年生细弱草本
裂颖茅,生长型,对生
裂颖茅,物候期,花果期9至10月
林艾蒿,生活型,多年生草本
林艾蒿,物候期,花果期7至10月
林刺葵,生活型,乔木状
林当归,生活型,多年生草本
林当归,物候期,花期7月，果期8至9月
林地离瓣寄生,物候期,花期5至11月，果期6至8月
林大戟,生活型,多年生草本
林大戟,物候期,花期5至6月，果期6至7月
林地山龙眼,生活型,乔木
林地山龙眼,物候期,花期7至8月，果期10月至翌年2月
林地前胡,生活型,多年生草本
林地水苏,生活型,多年生草本
林地水苏,物候期,花期7至8月，果期8月
林地苋属,生活型,草本或灌木
林地鼠麴草,生活型,多年生草本
林地鼠麴草,物候期,花期6至9月
林地通泉草,生活型,多年生草本
林地通泉草,物候期,花期3至4月
林地苋,生活型,一年生草本
林地苋,物候期,花果期6至8月
林地小檗,生长型,簇生
林地小檗,物候期,果期6月
林地乌头,物候期,7至8月开花
林风毛菊,生活型,多年生草本
林风毛菊,物候期,花果期9月
林光蹄盖蕨,生长型,簇生
林蓟,生活型,多年生草本
林蓟,物候期,花果期6至9月
林华鼠尾草,生活型,多年生草本
林华鼠尾草,物候期,花期7至9月
山荆子,生活型,乔木
山荆子,物候期,花期4至6月，果期9至10月
林柳,生活型,当年生小枝紫绿色
林柳,物候期,花期4月下旬，果期5月下旬
林马蓝,生活型,多分枝草本
林马蓝,生长型,顶生
栀子,物候期,花期3至7月，果期5月至翌年2月
林金腰,生活型,多年生草本
林金腰,物候期,花果期5至8月
花红,生活型,小乔木
花红,物候期,花期4至5月，果期8至9月
朔北林生藨草,物候期,花期6至7月，果期8月
林生长蒴苣苔,生活型,多年生草本
林生凤仙花,生活型,高大草本
林生凤仙花,物候期,花期8至9月
林生假福王草,生活型,一年生草本
林生假福王草,物候期,花果期2至8月
林生杜鹃,物候期,花期4月，果期不明
林生风毛菊,生活型,多年生草本
林生风毛菊,物候期,花果期6至7月
林生顶冰花,物候期,花期4月下旬至5月上旬，果期5月中旬至下旬
林生杧果,生活型,常绿乔木
林生蓝刺头,生活型,多年生草本
林生蓝刺头,物候期,花果期7至8月
林生香茶菜,物候期,花、果期8至9月
林石草属,生活型,多年生草本
林生紫堇,生活型,直立草本
林生紫堇,物候期,花果期8月前后
林生越桔,生长型,簇生
林生越桔,物候期,花期5月，果期9至11月
线叶大戟,生活型,多年生亚灌木状草本
线叶大戟,物候期,花果期4至9月
狭叶绣球,物候期,花期4至5月，果期9至11月
皱边喉毛花,生活型,一年生草本
皱边喉毛花,生长型,顶生
皱边喉毛花,物候期,花果期8至9月
林氏马先蒿,物候期,花期8至9月
林氏薹草,物候期,花果期5至6月
林下凸轴蕨,生长型,簇生
林芝杜鹃,物候期,花期5月
林芝虎耳草,生活型,多年生草本
林芝虎耳草,物候期,花果期7至10月
林芝龙胆,生活型,一年生草本
林芝龙胆,物候期,花果期7至8月
林芝凤仙花,生活型,一年生草本
林芝凤仙花,物候期,花期6至7月
林芝蝇子草,生活型,多年生草本
林芝橐吾,生活型,多年生草本
林芝橐吾,物候期,花期7月
林芝小檗,物候期,花期6至7月，果期8至9月
林芝野青茅,生活型,多年生
林芝野青茅,物候期,花期8月
林周风毛菊,生活型,多年生草本
林仔竹,物候期,笋期及花期均为4至5月
林周蒲公英,生活型,多年生草本
宿苞秋海棠,生活型,多年生草本
宿苞秋海棠,物候期,花期8至9月，果期9月开始
临沧乌饭,物候期,果期10至12月
临安槭,生活型,落叶小乔木
临安槭,生活型,小枝圆柱形
临安槭,物候期,花期4至5月，果期9月
临沧地不容,物候期,花期6月
临桂石楠,生活型,小乔木
临桂石楠,物候期,花期4至5月，果期11月
临桂香草,生长型,簇生
临桂香草,物候期,花期6至7月
临桂绣球,生活型,一年生或二年生小枝暗紫褐色
临桂绣球,物候期,花期5至6月，果期8至9月
临江延胡索,生活型,多年生草本
鳞斑荚蒾,生活型,常绿灌木或小乔木
鳞斑荚蒾,物候期,花期4至5月，果熟期10月
鳞苞乳菀,生活型,多年生草本
鳞苞乳菀,物候期,花果期7至9月
鳞苞薹草,物候期,花果期5至6月
鳞柄短肠蕨,生长型,簇生
鳞柄毛蕨,生长型,簇生
鳞柄叉蕨,生长型,簇生
鳞秕油果樟,生活型,乔木
鳞秕油果樟,物候期,果期10月
鳞稃雀麦,生活型,短生或二年生禾草
撕裂铁角蕨,生长型,簇生
鳞萼棘豆,生活型,多年生草本
鳞萼棘豆,物候期,花期4至9月，果期7至10月
鳞隔堇属,生长型,簇生
鳞果变豆菜,生活型,草本植株高5至30厘米
鳞果变豆菜,物候期,花果期5至9月
鳞果草,生活型,草本
鳞果草,物候期,花期11月，果期12月
鳞果草属,生活型,矮小或高大草本
鳞果草属,生长型,顶生
鳞果虫实,物候期,花果期7至8月
鳞花草属,生活型,草本或小灌木
鳞花草属,生长型,簇生
鳞花草,生活型,直立、多分枝草本
鳞花木属,生活型,乔木或灌木
鳞花木属,生长型,单生
鳞花木,生活型,乔木
鳞花木,物候期,果期6至7月
鳞茎堇菜,生活型,多年生低矮草本
鳞茎堇菜,物候期,花期5至6月
鳞茎碱茅,生活型,多年生
鳞茎碱茅,物候期,花期6至7月
鳞毛椴,生活型,乔木
鳞毛椴,物候期,果期8月
鳞毛柏拉木,物候期,花期约5月
鳞毛蚊母树,生活型,常绿灌木或小乔木
鳞毛溲疏,物候期,花期6月
鳞皮冷杉,生活型,乔木
鳞皮冷杉,生活型,幼树树皮及大树的4至6年生枝皮裂成不规则的薄鳞片脱落
鳞皮冷杉,生活型,一年生枝褐色
鳞片冷水花,生活型,多年生草本
鳞片冷水花,物候期,花期10月至次年3月
鳞蕊藤属,生活型,缠绕草本
鳞叶龙胆,生活型,一年生草本
鳞叶龙胆,物候期,花果期4至9月
鳞片水麻,生活型,花序雌雄同株
鳞片水麻,物候期,花期8至10月，果期10月至翌年1月
鳞蕊藤,生活型,缠绕草本
鳞腺杜鹃,物候期,花期5至7月，果期7至9月
鳞叶鹿蹄草,生活型,常绿草本状小半灌木
鳞叶点地梅,生活型,多年生草本
