黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
粉绿铁线莲,关节疼痛;   Disease:关节疼痛; 
野草香,治伤风感冒   Disease:伤风感冒 
野草香,疗疮   Disease:疗疮 
野草香,鼻渊及蛾子等症   Disease:鼻渊 Disease:蛾子 
野草香,有清热解毒作用   Disease:清热解毒 
蔓九节,治风湿痹痛   Disease:风湿痹痛 
蔓九节,坐骨神经痛   Disease:坐骨神经痛 
蔓九节,痈疮肿毒   Disease:痈疮肿毒 
蔓九节,咽喉肿痛   Disease:咽喉肿痛 
灯笼草,治功能性子宫出血   Disease:功能性子宫出血 
灯笼草,胆囊炎   Disease:胆囊炎 
灯笼草,黄胆型肝炎   Disease:黄胆型肝炎 
灯笼草,感冒头痛   Disease:感冒头痛 
灯笼草,腹痛   Disease:腹痛 
灯笼草,小儿疳积   Disease:小儿疳积 
灯笼草,火眼   Disease:火眼 
灯笼草,跌打损伤   Disease:跌打损伤 
灯笼草,疗疮   Disease:疗疮 
灯笼草,皮肤疮疡   Disease:皮肤疮疡 
灯笼草,蛇及狂犬咬伤   Disease:狂犬咬伤 
灯笼草,烂脚丫   Disease:烂脚丫 
灯笼草,烂头疗及痔疮等症   Disease:烂头疗 Disease:痔疮 
雷公连,治骨折   Disease:骨折 
雷公连,跌打   Disease:跌打 
雷公连,心绞痛   Disease:心绞痛 
雷公连,贵州   Disease:贵州 
雷公连,湖南   Disease:湖南 
女萎,治肠炎   Disease:肠炎 
女萎,痢疾   Disease:痢疾 
女萎,甲状腺肿大   Disease:甲状腺肿大 
女萎,风湿关节痛   Disease:风湿关节痛 
女萎,尿路感染   Disease:尿路感染 
女萎,乳汁不下   Disease:乳汁不下 
女萎,全国中草药汇编   Disease:全国中 Disease:药汇 
女萎,下册   Disease:下册 
钝萼铁线莲,治湿热淋病   Disease:湿热淋病 
钝萼铁线莲,小便不通   Disease:小便不通 
钝萼铁线莲,水肿   Disease:水肿 
钝萼铁线莲,膀胱炎   Disease:膀胱炎 
钝萼铁线莲,肾盂肾炎   Disease:肾盂肾炎 
钝萼铁线莲,脚气水肿   Disease:脚气水肿 
钝萼铁线莲,闭经   Disease:闭经 
钝萼铁线莲,头痛   Disease:头痛 
钝萼铁线莲,治风湿性关节炎   Disease:风湿性关节炎 
钝萼铁线莲,云南药用植物名录   Disease:云南药 Disease:植物名录 
风箱树,治感冒发热   Disease:感冒发热 
风箱树,咽喉肿痛   Disease:咽喉肿痛 
风箱树,肠炎腹泻等   Disease:肠炎腹泻 
树参,治偏头痛   Disease:偏头痛 
树参,风湿痹痛等症   Disease:风湿痹痛 
枫香槲寄生,治风湿性关节疼痛   Disease:风湿性关节疼痛 
枫香槲寄生,腰肌劳损   Disease:腰肌劳损 
枫香槲寄生,民间以寄生于枫香树上的为佳   Disease:民间以寄生 Disease:枫香树上 
枫香槲寄生,治急性膀胱炎   Disease:急性膀胱炎 
云南金叶子,治跌打损伤   Disease:跌打损伤 
云南金叶子,叶有毒   
赛莨菪,治跌打损伤   Disease:跌打损伤 
赛莨菪,风湿痛   Disease:风湿痛 
赛莨菪,外伤出血   Disease:外伤出血 
赛莨菪,骨折等症   Disease:骨折 
绉面草,治感冒   Disease:感冒 
绉面草,咳嗽   Disease:咳嗽 
绉面草,风火牙痛   Disease:风火牙痛 
绉面草,肠胃不适及百日咳等症   Disease:肠胃不适 Disease:百日咳 
蜂斗草,治跌打   Disease:跌打 
蜂斗草,翳膜   Disease:翳膜 
蜂窠马兜铃,治疗猪瘟病   Disease:疗猪瘟病 
天南星,治面神经麻痹   Disease:面神经麻痹 
天南星,半身不遂   Disease:半身不遂 
天南星,小儿惊风   Disease:小儿惊风 
天南星,破伤风   Disease:破伤风 
天南星,癫癎   Disease:癫癎 
天南星,治疗疮肿毒   Disease:疗疮肿毒 
天南星,毒蛇咬伤   Disease:毒蛇咬伤 
天南星,灭蝇蛆   Disease:灭蝇蛆 
天南星,治小儿痰热   Disease:小儿痰热 
天南星,惊风抽搐   Disease:惊风抽搐 
天南星,治疗子宫颈癌有良效   Disease:疗子宫颈癌有良效 
铁轴草,治劳伤水肿   Disease:劳伤水肿 
铁轴草,根   
石萝藦,治肝炎   Disease:肝炎 
石萝藦,风火眼痛   Disease:风火眼痛 
东紫苏,治外感．风寒   Disease:外感 Disease:风寒 
东紫苏,感冒发热   Disease:感冒发热 
东紫苏,头痛身痛   Disease:头痛身痛 
东紫苏,咽喉痛   Disease:咽喉痛 
东紫苏,虚火牙痛   Disease:虚火牙痛 
东紫苏,消化不良   Disease:消化不良 
东紫苏,肚泻   Disease:肚泻 
东紫苏,目痛   Disease:目痛 
东紫苏,急性结膜炎   Disease:急性结膜炎 
东紫苏,尿闭及肝炎等症   Disease:尿闭 Disease:肝炎 
苏铁,治痢疾   Disease:痢疾 
苏铁,止咳和止血之效   Disease:止咳 Disease:止血 
凤仙花,治风湿性关节痛   Disease:风湿性关节痛 
凤仙花,屈伸不利   Disease:屈伸不利 
凤仙花,治噎膈   Disease:噎膈 
凤仙花,骨鲠咽喉   Disease:骨鲠咽喉 
凤仙花,腹部肿块   Disease:腹部肿块 
凤仙花,闭经   Disease:闭经 
点地梅,治扁桃腺炎   Disease:扁桃腺炎 
点地梅,咽喉炎   Disease:咽喉炎 
点地梅,口腔炎和跌打损伤   Disease:口腔炎 Disease:跌打损伤 
蚕豆,治疗高血压和浮肿   Disease:高血压 Disease:浮肿 
佛光草,治劳伤咳嗽   Disease:劳伤咳嗽 
佛光草,喘咳   Disease:喘咳 
佛光草,吐血及蛇头疗等症   Disease:吐血 Disease:蛇头疗 
东亚唐松草,治牙痛   Disease:牙痛 
东亚唐松草,急性皮炎   Disease:急性皮炎 
东亚唐松草,湿疹等症   Disease:湿疹 
东亚唐松草,陕西中草药   Disease:陕西中 
东亚唐松草,图107   Disease:图107 
伏毛山豆根,治肠炎腹泻   Disease:肠炎腹泻 
伏毛山豆根,腹胀   Disease:腹胀 
伏毛山豆根,胃痛   Disease:胃痛 
伏毛山豆根,咽喉痛等   Disease:咽喉痛 
伏毛铁棒锤,治跌打损伤   Disease:跌打损伤 
伏毛铁棒锤,风湿关节痛等症   Disease:风湿关节痛 
伏毛铁棒锤,甘肃中草药手册   Disease:甘肃中草药手册 
夏天无,治疗作用   
芙蓉菊,治小儿惊风   Disease:小儿惊风 
芙蓉菊,解麻痘作痒有效   Disease:解麻痘 Disease:痒有效 
浮萍,治风湿脚气   Disease:风湿脚气 
浮萍,风疹热毒   Disease:风疹热毒 
浮萍,衄血   Disease:衄血 
浮萍,水肿   Disease:水肿 
浮萍,小便不利   Disease:小便不利 
浮萍,斑疹不透   Disease:斑疹不透 
浮萍,感冒发热无汗   Disease:感冒发热 Disease:无汗 
福禄草,治肺结核   Disease:肺结核 
福禄草,肺炎   Disease:肺炎 
侧金盏花,治充血性心力衰竭   Disease:充血性心力衰竭 
侧金盏花,心脏性水肿   Disease:心脏性水肿 
侧金盏花,心房纤维性颤动等症   Disease:心房纤维性颤动 
豆腐柴,治毒蛇咬伤   Disease:毒蛇咬伤 
豆腐柴,无名肿毒   Disease:无名肿毒 
豆腐柴,创伤出血   Disease:创伤出血 
假鹰爪,治风湿骨痛   Disease:风湿骨痛 
假鹰爪,产后腹痛   Disease:产后腹痛 
假鹰爪,跌打   Disease:跌打 
假鹰爪,皮癣等   Disease:皮癣 
假鹰爪,治牛臌胀   Disease:牛臌胀 
假鹰爪,肠胃积气   Disease:肠胃积气 
假鹰爪,牛伤食宿草不转等   Disease:牛伤食宿 Disease:不转 
直梗高山唐松草,治小儿疳积   Disease:小儿疳积 
直梗高山唐松草,小儿惊风   Disease:小儿惊风 
直梗高山唐松草,云南中草药   Disease:云南中 
直梗高山唐松草,治胸闷呕吐等症   Disease:胸闷呕吐 
直梗高山唐松草,昆明民间常用草药   Disease:昆明 Disease:间常 
复羽叶栾树,治风热咳嗽   Disease:风热咳嗽 
复羽叶栾树,花能清肝明目   Disease:清肝明目 
复羽叶栾树,清热止咳   Disease:清热止咳 
复羽叶栾树,又为黄色染料   Disease:黄色染料 
葶菊,治头痛   Disease:头痛 
香豆蔻,治喉痛   Disease:喉痛 
香豆蔻,肺结核   Disease:肺结核 
香豆蔻,眼睑炎   Disease:眼睑炎 
香豆蔻,消化不良   Disease:消化不良 
匍茎点地梅,治水肿   Disease:水肿 
打破碗花花,治热性痢疾   Disease:热性痢疾 
打破碗花花,胃炎   Disease:胃炎 
打破碗花花,各种顽癣   Disease:各种顽癣 
打破碗花花,疟疾   Disease:疟疾 
打破碗花花,消化不良   Disease:消化不良 
打破碗花花,跌打损伤等症   Disease:跌打损伤 
打破碗花花,陕西中草药   Disease:陕西中草药 
打破碗花花,治稻苞虫   Disease:稻苞虫 
打破碗花花,负泥虫   Disease:负泥虫 
打破碗花花,稻螟   Disease:稻螟 
打破碗花花,棉蚜   Disease:棉蚜 
打破碗花花,菜青虫   Disease:菜青虫 
打破碗花花,蝇蛆等   Disease:蝇蛆 
打破碗花花,以及小麦叶锈病   Disease:小麦叶锈病 
打破碗花花,小麦秆锈病等   Disease:小麦秆锈病 
打破碗花花,中国土农药志   Disease:中国 Disease:农药 
水棉花,治痢疾   Disease:痢疾 
水棉花,淋病   Disease:淋病 
水棉花,难产   Disease:难产 
水棉花,风湿关节痛等症   Disease:风湿关节痛 
水棉花,云南中草药   Disease:云南中 
秋牡丹,治重感冒   Disease:重感冒 
秋牡丹,股癣   Disease:股癣 
秋牡丹,体癣等症   Disease:体癣 
秋牡丹,又能杀蛔虫   Disease:杀蛔虫 
秋牡丹,浙江天目山药用植物志   Disease:浙江天目山药 Disease:植物 
扯根菜,治黄疸   Disease:黄疸 
扯根菜,水肿   Disease:水肿 
扯根菜,跌打损伤等   Disease:跌打损伤 
黄花补血草,治妇女月经不调   Disease:妇女月经不调 
黄花补血草,鼻衄   Disease:鼻衄 
黄花补血草,带下   Disease:带下 
散沫花,治黄疽病及精神病   Disease:黄疽病 Disease:精神病 
无瓣蔊菜,治痈肿疮毒及烫火伤   Disease:痈肿疮毒 Disease:烫火伤 
芭蕉,治水肿   Disease:水肿 
芭蕉,肛胀   Disease:肛胀 
芭蕉,花干燥后煎服   Disease:干燥后煎 
甘蓝,治疗胃及十二指肠溃疡   Disease:疗胃 Disease:十二指肠溃疡 
山橿,治胃气痛   Disease:胃气痛 
山橿,疥癣   Disease:疥癣 
山橿,风疹   Disease:风疹 
山橿,刀伤出血   Disease:刀伤出血 
甘露子,治肺炎   Disease:肺炎 
甘露子,风热感冒   Disease:风热感冒 
丝铁线莲,治疗高血压病及冠心病有较好的疗效   Disease:疗高血压病 Disease:冠心病 Disease:疗效 
甘青老鹳草,治咽喉肿痛   Disease:咽喉肿痛 
甘青老鹳草,肺热咳嗽等病   Disease:肺热咳嗽 
唐古特虎耳草,治食欲不振   Disease:食欲不振 
唐古特虎耳草,肝病及胆病等   Disease:肝病 Disease:胆病 
甘青青兰,治胃炎   Disease:胃炎 
甘青青兰,肝炎   Disease:肝炎 
甘青青兰,头晕   Disease:头晕 
甘青青兰,神疲   Disease:神疲 
甘青青兰,关节炎及疖疮   Disease:关节炎 Disease:疖疮 
甘青乌头,治疗发烧   Disease:疗发烧 
甘青乌头,肺炎等症   Disease:肺炎 
甘青铁线莲,治消化不良   Disease:消化不良 
甘青铁线莲,恶心   Disease:恶心 
甘青铁线莲,并有排脓   Disease:排脓 
甘青铁线莲,除疮   Disease:除疮 
甘青铁线莲,消痞块等作用   Disease:消痞块 
甘青铁线莲,青藏高原药物图鉴   Disease:青藏高原药物图鉴 
甘遂,治各种水肿等   Disease:各种水肿 
钩吻,治水稻螟虫   Disease:稻螟虫 
大叶紫珠,治跌打肿痛   Disease:跌打肿痛 
大叶紫珠,创伤出血   Disease:创伤出血 
大叶紫珠,肠道出血   Disease:肠道出血 
大叶紫珠,咳血   Disease:咳血 
大叶紫珠,鼻衄   Disease:鼻衄 
大叶紫珠,《广东中草药》   Disease:《广东中 Disease:药》 
大叶紫珠,《江西草医草药》   Disease:《江西 Disease:药》 
大叶紫珠,《广西中草药》   Disease:《广西中 Disease:药》 
半枝莲,治妇女病   Disease:妇女病 
半枝莲,以代益母草   Disease:代益母 
半枝莲,江苏省植物药材志   Disease:江苏省植物药材 
半枝莲,热天生痱子可用全草泡水洗   Disease:热天生痱子 Disease:全草 
半枝莲,治各种炎症   Disease:各种炎症 
半枝莲,肝炎   Disease:肝炎 
半枝莲,阑尾炎   Disease:阑尾炎 
半枝莲,咽喉炎   Disease:咽喉炎 
半枝莲,尿道炎等   Disease:尿道炎 
半枝莲,咯血   Disease:咯血 
半枝莲,尿血   Disease:尿血 
半枝莲,胃痛   Disease:胃痛 
半枝莲,疮痈肿毒   Disease:疮痈肿毒 
半枝莲,跌打损伤   Disease:跌打损伤 
半枝莲,蚊虫咬伤   Disease:蚊虫咬伤 
半枝莲,并试   
刚毛忍冬,治感冒   Disease:感冒 
刚毛忍冬,肺炎等症   Disease:肺炎 
巴豆,治风湿骨痛等   Disease:风湿骨痛 
桃金娘,治慢性痢疾   Disease:慢性痢疾 
桃金娘,风湿   Disease:风湿 
桃金娘,肝炎及降血脂等功效   Disease:肝炎 Disease:降血脂 Disease:功效 
紫玉盘,治风湿   Disease:风湿 
紫玉盘,跌打损伤   Disease:跌打损伤 
紫玉盘,腰腿痛等   Disease:腰腿痛 
紫玉盘,治牛膨胀   Disease:牛膨胀 
紫玉盘,可健胃   Disease:健胃 
紫玉盘,促进反刍和跌打肿痛   Disease:促进反刍 Disease:跌打肿痛 
杠柳,治风湿关节炎   Disease:风湿关节炎 
杠柳,筋骨痛等   Disease:筋骨痛 
杠柳,我国北方都以的根皮   Disease:我国北方 
杠柳,称   
杠柳,北五加皮   Disease:北五加皮 
杠柳,浸酒   Disease:浸酒 
杠柳,功用与五加皮略似   Disease:与五 Disease:皮略似 
杠柳,但有毒   Disease:但有毒 
杠柳,不宜过量和久服   Disease:不宜过量 Disease:久服 
杠柳,以免中毒   Disease:免中毒 
百两金,治咽喉痛   Disease:咽喉痛 
百两金,扁桃腺炎   Disease:扁桃腺炎 
百两金,肾炎水肿及跌打风湿等症   Disease:肾炎水肿 Disease:跌打风湿 
百两金,又用于   
大叶百两金,治风湿跌打   Disease:风湿跌打 
大叶百两金,喉症及健脑   Disease:喉症 Disease:健脑 
细柄百两金,治刀伤   Disease:刀伤 
细柄百两金,喉痛等症   Disease:喉痛 
尖槐藤,治黄疸病和跌打损伤   Disease:黄疸病 Disease:跌打损伤 
马蹄香,治胃寒痛   Disease:胃寒痛 
马蹄香,关节疼痛   Disease:关节疼痛 
马蹄香,治疮疡   Disease:疮疡 
高原毛茛,治淋巴结核等症   Disease:淋巴结核 
轮叶木姜子,治跌打积淤   Disease:跌打积淤 
轮叶木姜子,胸痛   Disease:胸痛 
轮叶木姜子,风湿痹痛   Disease:风湿痹痛 
轮叶木姜子,妇女经痛   Disease:妇女经痛 
轮叶木姜子,治骨折   Disease:骨折 
轮叶木姜子,蛇伤   Disease:蛇伤 
细叶藁本,治风寒头痛   Disease:风寒头痛 
细叶藁本,寒湿腹痛   Disease:寒湿腹痛 
细叶藁本,泄泻   Disease:泄泻 
细叶藁本,外用   
藁本,治风寒头痛   Disease:风寒头痛 
藁本,寒湿腹痛   Disease:寒湿腹痛 
藁本,泄泻   Disease:泄泻 
藁本,外用   
翠雀,治风热牙痛   Disease:风热 Disease:牙痛 
土坛树,治风湿和跌打损伤   Disease:风湿 Disease:跌打损伤 
革叶粗筒苣苔,治跌打损伤   Disease:跌打损伤 
柱果铁线莲,治风湿性关节痛   Disease:风湿性关节痛 
柱果铁线莲,牙痛   Disease:牙痛 
柱果铁线莲,骨鲠喉   Disease:骨鲠喉 
柱果铁线莲,治外伤出血   Disease:外伤出血 
柱果铁线莲,全国中草药汇编   Disease:全国中 Disease:药汇 
葛藟葡萄,治关节酸痛   Disease:关节酸痛 
葛藟葡萄,种子可炸油   Disease:种子 Disease:炸油 
筒鞘蛇菰,治疗痔疮和胃病等症   Disease:疗痔疮 Disease:胃病 
葛枣猕猴桃,治庙气及腰痛   Disease:庙气 Disease:腰痛 
假蒟,治牙痛   Disease:牙痛 
假蒟,胃痛   Disease:胃痛 
假蒟,腹胀   Disease:腹胀 
假蒟,食欲不振等   Disease:食欲不振 
鸢尾,治关节炎   Disease:关节炎 
鸢尾,跌打损伤   Disease:跌打损伤 
鸢尾,食积   Disease:食积 
鸢尾,肝炎等症   Disease:肝炎 
海芋,治肺结核   Disease:肺结核 
海芋,风湿关节炎   Disease:风湿关节炎 
海芋,气管炎   Disease:气管炎 
海芋,流感   Disease:流感 
海芋,伤寒   Disease:伤寒 
海芋,风湿心藏病   Disease:风湿心藏病 
海芋,治疗疮肿毒   Disease:疗疮肿毒 
海芋,蛇虫咬伤   Disease:蛇虫咬伤 
海芋,烫火伤   Disease:烫火伤 
海芋,治神经性皮炎   Disease:神经性皮炎 
海芋,治牛伤风   Disease:牛伤风 
海芋,猪丹毒   Disease:猪丹毒 
隔山消,治噎食   Disease:噎食 
隔山消,治鱼口疮毒   Disease:鱼口疮毒 
隔山香,治风热咳嗽   Disease:风热咳嗽 
隔山香,心绞痛   Disease:心绞痛 
隔山香,胃痛   Disease:胃痛 
隔山香,疟疾   Disease:疟疾 
隔山香,痢疾   Disease:痢疾 
隔山香,经闭   Disease:经闭 
隔山香,白带   Disease:白带 
隔山香,跌打损伤等   Disease:跌打损伤 
毛杜仲藤,治刀伤痛   Disease:刀伤痛 
毛杜仲藤,眼痛   Disease:眼痛 
毛杜仲藤,脚痛和驳骨等   Disease:脚痛 Disease:驳骨 
沙枣,治痔疮   Disease:痔疮 
沙枣,根煎汁可洗恶疥疮和马的瘤疥   Disease:恶疥疮 
沙枣,叶干燥后研碎加水服   Disease:干燥后研碎加水 
沙枣,对   
紫苏,治感冒   Disease:感冒 
紫苏,因鱼蟹中毒之腹痛呕吐者有卓效   Disease:因鱼蟹中毒 Disease:腹痛呕吐者 Disease:卓效 
工布乌头,治跌打损伤   Disease:跌打损伤 
工布乌头,毒虫咬伤   Disease:毒虫咬伤 
弓果藤,治牛食欲不振   Disease:牛食欲不振 
弓果藤,宿草不转   Disease:宿草不转 
厚叶雀舌木,治皮肤溃疡   Disease:皮肤溃疡 
厚叶雀舌木,用于止血等   Disease:止血 
贡山三尖杉,治疗淋巴肉瘤等有一定的疗效   Disease:疗淋巴肉瘤 Disease:一定 Disease:疗效 
勾儿茶属,治风湿性关节痛   Disease:风湿性关节痛 
勾儿茶属,痛经   Disease:痛经 
勾儿茶属,产后腹痛   Disease:产后腹痛 
勾儿茶属,肺结核   Disease:肺结核 
勾儿茶属,急慢性气管炎   Disease:急慢性气管炎 
勾儿茶属,黄疸   Disease:黄疸 
勾儿茶属,红白痢疾   Disease:红白痢疾 
勾儿茶属,跌打损伤   Disease:跌打损伤 
勾儿茶属,骨折和痈肿疮毒等症有一定的疗效   Disease:骨折 Disease:痈肿疮毒 Disease:一定 Disease:疗效 
牯岭勾儿茶,治风湿痛   Disease:风湿痛 
牛眼马钱,治跌打损伤   Disease:跌打损伤 
赤苍藤,治黄胆   Disease:黄胆 
赤苍藤,也   
赤苍藤,治水肿   Disease:水肿 
细叶景天,治痢疾   Disease:痢疾 
帘子藤,治风湿病   Disease:风湿病 
帘子藤,治腰骨酸痛   Disease:腰骨酸痛 
帘子藤,治贫血   Disease:贫血 
徐长卿,治胃气痛   Disease:胃气痛 
徐长卿,肠胃炎   Disease:肠胃炎 
徐长卿,毒蛇咬伤   Disease:毒蛇咬伤 
徐长卿,腹水等   Disease:腹水 
狗骨柴,治黄疸病   Disease:黄疸病 
密花树,治膀胱结石   Disease:膀胱结石 
金丝桃,治跌打损伤   Disease:跌打损伤 
黑面神,治肠胃炎   Disease:肠胃炎 
黑面神,咽喉肿痛   Disease:咽喉肿痛 
黑面神,风湿骨痛   Disease:风湿骨痛 
黑面神,湿疹   Disease:湿疹 
黑面神,高血脂病等   Disease:高血脂病 
黑面神,治疮疖   Disease:疮疖 
黑面神,皮炎等   Disease:皮炎 
金叶子,治风湿性关节疼痛   Disease:风湿性关节疼痛 
常春藤,治衄血   Disease:衄血 
常春藤,也可   
长蕊斑种草,治跌打   Disease:跌打 
长蕊斑种草,红肿   Disease:红肿 
长蕊斑种草,捣烂敷患处   Disease:捣烂 Disease:患处 
尖尾芋,治毒蛇咬伤要药   Disease:毒蛇咬伤 
