HudongItem1,relation,HudongItem2
毛华菊,parent taxon,菊属
毛花早熟禾,parent taxon,早熟禾属
毛花野丁香,parent taxon,野丁香属
毛花铁线莲,parent taxon,铁线莲属
毛花酸竹,parent taxon,酸竹属
毛花瑞香属,parent taxon,瑞香科
毛花忍冬,parent taxon,忍冬属
毛花雀稗,parent taxon,雀稗属
毛花芒毛苣苔,parent taxon,芒毛苣苔属
毛花龙胆,parent taxon,龙胆属
毛花点草,parent taxon,花点草属
毛花地肤,parent taxon,雾冰藜属
毛花报春茜,parent taxon,报春茜属
毛喉龙胆,parent taxon,龙胆属
毛红花,parent taxon,红花属
毛核冬青,parent taxon,冬青
毛过山龙,parent taxon,崖角藤属
毛果紫堇,parent taxon,紫堇属
毛果枳椇,parent taxon,枳椇属
毛果珍珠茅,parent taxon,珍珠茅属
毛果泽兰,parent taxon,泽兰属
毛果枣,parent taxon,枣属
毛果叶下珠,parent taxon,叶下珠属
毛果鸦葱,parent taxon,鸦葱属
毛果绣线菊,parent taxon,绣线菊属
毛果悬钩子,parent taxon,悬钩子属
毛果小花藤,parent taxon,小花藤属
毛果小甘菊,parent taxon,小甘菊属
毛果狭腔芹,parent taxon,狭腔芹属
毛果锡叶藤,parent taxon,锡叶藤属
毛果通泉草,parent taxon,通泉草属
毛果算盘子,parent taxon,算盘子属
毛果酸藤子,parent taxon,酸藤子属
毛果蛇根草,parent taxon,蛇根草属
毛果山麻杆,parent taxon,山麻杆属
毛果山茶,parent taxon,山茶属
毛果忍冬,parent taxon,忍冬属
毛果群心菜,parent taxon,群心菜属
毛果婆婆纳,parent taxon,婆婆纳属
毛果木莲,parent taxon,木莲属
毛果黄杨,parent taxon,黄杨属
毛果黄肉楠,parent taxon,黄肉楠属
毛果短冠草,parent taxon,短冠草属
毛果冬青,parent taxon,冬青
毛果草,parent taxon,毛果草属
毛果半蒴苣苔,parent taxon,半蒴苣苔属
毛果巴豆,parent taxon,巴豆属
毛管花,parent taxon,毛花瑞香属
毛冠忍冬,parent taxon,忍冬属
毛冠唇花,parent taxon,冠唇花属
毛瓜馥木,parent taxon,瓜馥木属
毛谷精草,parent taxon,谷精草属
毛梗鸦葱,parent taxon,鸦葱属
毛梗小檗,parent taxon,小檗属
毛梗双花草,parent taxon,双花草属
毛梗楼梯草,parent taxon,楼梯草属
毛梗顶冰花,parent taxon,顶冰花属
毛茛叶翠雀花,parent taxon,翠雀属
毛茛铁线莲,parent taxon,铁线莲属
毛茛,parent taxon,毛茛属
毛茛科,taxonomic type,毛茛属
毛稃早熟禾,parent taxon,早熟禾属
毛稃羊茅,parent taxon,羊茅属
毛凤仙花,parent taxon,凤仙花属
毛发唐松草,parent taxon,唐松草属
毛萼獐牙菜,parent taxon,獐牙菜属
毛萼香茶菜,parent taxon,香茶菜属
毛萼无心菜,parent taxon,无心菜属
毛萼条果芥,parent taxon,条果芥属
毛萼铁线莲,parent taxon,铁线莲属
毛萼素馨,parent taxon,素馨属
毛萼山梅花,parent taxon,山梅花属
毛萼蔷薇,parent taxon,蔷薇属
毛萼芒毛苣苔,parent taxon,芒毛苣苔属
毛萼厚壳树,parent taxon,厚壳树属
毛萼凤仙花,parent taxon,凤仙花属
毛杜仲藤,parent taxon,杜仲藤属
毛地黄属,parent taxon,车前科
毛地黄鼠尾草,parent taxon,鼠尾草属
毛大丁草,parent taxon,大丁草属
毛冬青,parent taxon,冬青
毛打碗花,parent taxon,打碗花属
毛翠雀花,parent taxon,翠雀属
毛粗丝木,parent taxon,粗丝木属
毛地黄,parent taxon,毛地黄属
毛刺蒴麻,parent taxon,刺蒴麻属
毛刺锦鸡儿,parent taxon,锦鸡儿属
毛唇芋兰,parent taxon,芋兰属
毛唇玉凤花,parent taxon,玉凤花属
毛唇鼠尾草,parent taxon,鼠尾草属
毛唇美冠兰,parent taxon,美冠兰属
毛唇独蒜兰,parent taxon,独蒜兰属
毛臭椿,parent taxon,臭椿属
毛齿棘豆,parent taxon,棘豆属
毛澄广花,parent taxon,澄广花属
毛茶属,parent taxon,茜草科
毛茶,parent taxon,毛茶属
毛糙果茶,parent taxon,山茶属
毛草龙,parent taxon,丁香蓼属
毛柄蒲公英,parent taxon,蒲公英
毛柄连蕊茶,parent taxon,山茶属
毛柄锦香草,parent taxon,锦香草属
毛柄堇菜,parent taxon,堇菜属
毛柄凤仙花,parent taxon,凤仙花属
毛柄钓樟,parent taxon,山胡椒属
毛杓兰,parent taxon,杓兰属
毛边卷柏,parent taxon,卷柏
毛背勾儿茶,parent taxon,勾儿茶属
毛瓣玉凤花,parent taxon,玉凤花属
毛背猫乳,parent taxon,猫乳属
毛背花楸,parent taxon,花楸属
毛瓣金花茶,parent taxon,山茶属
毛瓣毛蕊花,parent taxon,毛蕊花属
毛瓣堇菜,parent taxon,堇菜属
毛苞飞蓬,parent taxon,飞蓬属
毛瓣棘豆,parent taxon,棘豆属
毛瓣虎耳草,parent taxon,虎耳草属
毛瓣车前,parent taxon,车前属
毛瓣杓兰,parent taxon,杓兰属
毛瓣白刺,parent taxon,白刺属
毛瓣山姜,parent taxon,山姜属
毛百合,parent taxon,百合属
毛白饭树,parent taxon,白饭树属
毛白杨,parent taxon,杨属
毛八角枫,parent taxon,八角枫属
猫爪草,parent taxon,毛茛属
猫须草,parent taxon,鸡脚参属
猫尾草,parent taxon,梯牧草属
猫头刺,parent taxon,棘豆属
猫爪藤,taxon synonym,猫爪藤
猫儿刺,parent taxon,冬青
杧果属,parent taxon,漆树科
牻牛儿苗属,parent taxon,牻牛儿苗科
莽山谷精草,parent taxon,谷精草属
牻牛儿苗,parent taxon,牻牛儿苗属
莽山红山茶,parent taxon,山茶属
芒颖鹅观草,parent taxon,鹅观草属
芒颖大麦草,parent taxon,大麦属
芒毛苣苔,parent taxon,芒毛苣苔属
芒康小檗,parent taxon,小檗属
芒剪股颖,parent taxon,剪股颖属
芒萼凤仙花,parent taxon,凤仙花属
芒齿小檗,parent taxon,小檗属
芒柄花,parent taxon,芒柄花属
蔓枝龙胆,parent taxon,龙胆属
蔓延香草,parent taxon,珍珠菜属
蔓五月茶,parent taxon,五月茶属
芒,father,槐
蔓九节,parent taxon,九节属
蔓茎葫芦茶,parent taxon,葫芦茶属
蔓生拉拉藤,parent taxon,拉拉藤属
蔓茎蝇子草,parent taxon,蝇子草属
漫竹,parent taxon,刚竹属
曼哥龙巴豆,parent taxon,巴豆属
满树星,parent taxon,冬青
麦黄茅,parent taxon,黄茅属
麦瓶草,parent taxon,蝇子草属
麦冬,parent taxon,沿阶草属
麦黄葡萄,parent taxon,葡萄属
麦花草,parent taxon,假马齿苋属
麦地龙香茶菜,parent taxon,香茶菜属
迈亚马先蒿,parent taxon,马先蒿属
麦仁珠,parent taxon,拉拉藤属
迈氏马先蒿,parent taxon,马先蒿属
埋鳞柳叶菜,parent taxon,柳叶菜属
蚂蚁花,parent taxon,金锦香属
玛曲嵩草,parent taxon,嵩草属
玛丽马先蒿,parent taxon,马先蒿属
玛森早熟禾,parent taxon,早熟禾属
马醉木属,parent taxon,杜鹃花科
马蹄叶橐吾,parent taxon,橐吾属
马蹄香,parent taxon,细辛属
马铜铃,parent taxon,雪胆属
马蹄芹属,parent taxon,伞形科
马蹄芹,parent taxon,马蹄芹属
马蹄犁头尖,parent taxon,犁头尖属
马蹄金,parent taxon,马蹄金属
马蹄黄属,parent taxon,蔷薇科
马蹄黄,parent taxon,马蹄黄属
马蹄荷,parent taxon,马蹄荷属
马蹄金属,parent taxon,旋花科
马蹄果,parent taxon,马蹄果属
马蹄沟繁缕,parent taxon,沟繁缕属
马蹄参属,parent taxon,山茱萸科
马塘葶苈,parent taxon,葶苈属
马蹄金属,taxonomic type,马蹄金
马桑溲疏,parent taxon,溲疏属
马山地不容,parent taxon,千金藤属
马桑,parent taxon,马桑科
马尿泡属,parent taxon,茄科
马尿泡,parent taxon,马尿泡属
马钱叶菝葜,parent taxon,菝葜属
马鹿竹,parent taxon,玉山竹属
马六甲蒲桃,parent taxon,蒲桃属
马桑科,parent taxon,马桑科
马岭竹,parent taxon,簕竹属
马利箭竹,parent taxon,箭竹属
马蓝属,parent taxon,爵床科
马兰属,parent taxon,菊科
马兰藤,parent taxon,马兰藤属
马格草,parent taxon,鹅观草属
马关茶,parent taxon,山茶属
马干铃栝楼,parent taxon,栝楼属
马耳山龙胆,parent taxon,龙胆属
马尔康早熟禾,parent taxon,早熟禾属
马尔康香茶菜,parent taxon,香茶菜属
马耳山虎耳草,parent taxon,虎耳草属
马尔康鹿蹄草,parent taxon,鹿蹄草属
马齿苋科,taxonomic type,马齿苋属
马肠薯蓣,parent taxon,薯蓣属
马德雀麦,parent taxon,雀麦属
马兜铃,parent taxon,马兜铃属
马鞭草属,parent taxon,马鞭草科
马鞭草,parent taxon,马鞭草属
马鞭草叶马先蒿,parent taxon,马先蒿属
马鞭草属,taxonomic type,马鞭草
马齿毛兰,parent taxon,毛兰属
马齿苋属,parent taxon,马齿苋科
马边玄参,parent taxon,玄参属
马边兔儿风,parent taxon,兔儿风属
马边楼梯草,parent taxon,楼梯草属
马鞭草科,taxonomic type,马鞭草属
马齿苋属,taxonomic type,马齿苋
马鞍树,parent taxon,马鞍树属
马鞍山吊灯花,parent taxon,吊灯花属
麻竹,parent taxon,牡竹属
麻叶栒子,parent taxon,栒子属
麻楝属,parent taxon,楝科
麻栗坡油丹,parent taxon,油丹属
麻栗坡小檗,parent taxon,小檗属
麻栗坡小花藤,parent taxon,小花藤属
麻栗坡油果樟,parent taxon,油果樟属
麻栗坡悬钩子,parent taxon,悬钩子属
麻栗坡秋海棠,parent taxon,秋海棠属
麻栗坡枇杷,parent taxon,枇杷属
麻栗坡鹅掌柴,parent taxon,鹅掌柴属
麻栗坡红丝线,parent taxon,红丝线属
麻栗坡栎,parent taxon,栎属
麻栗坡冬青,parent taxon,冬青
麻栗坡贝母兰,parent taxon,贝母兰属
麻栎,parent taxon,栎属
麻核藤属,parent taxon,茶茱萸科
麻核桃,parent taxon,胡桃
落羽杉属,parent taxon,柏科
落叶松,parent taxon,落叶松属
落叶石豆兰,parent taxon,石豆兰属
落葵薯属,parent taxon,落葵科
落地梅,parent taxon,珍珠菜属
落葵薯,parent taxon,落葵薯属
骆驼刺,parent taxon,骆驼刺属
落地金钱,parent taxon,玉凤花属
落萼叶下珠,parent taxon,叶下珠属
络石,parent taxon,络石属
裸柱橐吾,parent taxon,橐吾属
裸蒴属,parent taxon,三白草科
裸茎石韦,parent taxon,石韦属
裸茎绒果芹,parent taxon,绒果芹属
裸茎条果芥,parent taxon,条果芥属
裸菀,parent taxon,裸菀属
裸茎千里光,parent taxon,千里光属
裸茎囊瓣芹,parent taxon,囊瓣芹属
裸蒴,parent taxon,裸蒴属
裸茎老牛筋,parent taxon,无心菜属
裸茎碎米荠,parent taxon,碎米荠属
裸茎黄堇,parent taxon,紫堇属
裸堇菜,parent taxon,堇菜属
裸茎延胡索,parent taxon,紫堇属
裸花紫珠,parent taxon,紫珠属
裸花水竹叶,parent taxon,水竹叶属
裸花蜀葵,parent taxon,蜀葵属
裸果木属,parent taxon,石竹科
裸果木,parent taxon,裸果木属
螺瓣乌头,parent taxon,乌头属
椤木石楠,parent taxon,石楠属
螺喙荠属,parent taxon,十字花科
螺距翠雀花,parent taxon,翠雀属
萝藦,parent taxon,萝藦属
螺喙荠,parent taxon,螺喙荠属
萝芙木,parent taxon,萝芙木属
萝卜,parent taxon,萝卜属
罗星草,parent taxon,穿心草属
萝卜秦艽,parent taxon,糙苏属
罗香胡颓子,parent taxon,胡颓子属
罗氏早熟禾,parent taxon,早熟禾属
罗氏马先蒿,parent taxon,马先蒿属
螺序草,parent taxon,螺序草属
罗伞树,parent taxon,紫金牛属
罗伞,parent taxon,掌叶树属
罗平凤仙花,parent taxon,凤仙花属
罗蒙常山,parent taxon,常山属
罗顿豆属,parent taxon,豆科
罗浮粗叶木,parent taxon,粗叶木属
罗甸秋海棠,parent taxon,秋海棠属
罗城石楠,parent taxon,石楠属
罗甸黄芩,parent taxon,黄芩属
罗城葡萄,parent taxon,葡萄属
罗布麻,parent taxon,罗布麻属
轮叶獐牙菜,parent taxon,獐牙菜属
罗顿豆,parent taxon,罗顿豆属
轮叶无心菜,parent taxon,无心菜属
轮叶沙参,parent taxon,沙参属
轮叶委陵菜,parent taxon,委陵菜属
轮叶荛花,parent taxon,荛花属
轮叶蒲桃,parent taxon,蒲桃属
轮叶贝母,parent taxon,贝母属
轮生叶野决明,parent taxon,野决明属
轮伞五加,parent taxon,五加属
轮环娃儿藤,parent taxon,娃儿藤属
轮叶过路黄,parent taxon,珍珠菜属
轮花玄参,parent taxon,玄参属
轮环藤,parent taxon,轮环藤属
轮伞蝇子草,parent taxon,蝇子草属
轮花香草,parent taxon,珍珠菜属
轮冠木属,parent taxon,紫草科
轮冠木,parent taxon,轮冠木属
轮苞血桐,parent taxon,血桐属
卵叶蜘蛛抱蛋,parent taxon,蜘蛛抱蛋属
卵叶新木姜子,parent taxon,新木姜子属
卵叶羊蹄甲,parent taxon,羊蹄甲属
卵叶铁苋菜,parent taxon,铁苋菜属
卵叶银莲花,parent taxon,银莲花属
卵叶瓦莲,parent taxon,瓦莲属
卵叶水芹,parent taxon,水芹属
卵叶野丁香,parent taxon,野丁香属
卵叶鼠李,parent taxon,鼠李属
卵叶猫乳,parent taxon,猫乳属
卵叶鳞花草,parent taxon,鳞花草属
卵叶扭柄花,parent taxon,扭柄花属
卵叶轮草,parent taxon,拉拉藤属
卵叶连翘,parent taxon,连翘属
卵叶梨果寄生,parent taxon,梨果寄生属
卵叶栝楼,parent taxon,栝楼属
卵叶锦香草,parent taxon,锦香草属
卵叶花佩菊,parent taxon,花佩菊属
卵叶胡椒,parent taxon,胡椒属
卵叶桂,parent taxon,樟属
卵叶辐花,parent taxon,辐花属
卵叶繁缕,parent taxon,繁缕属
卵叶风毛菊,parent taxon,风毛菊属
卵叶耳草,parent taxon,耳草属
卵叶巴豆,parent taxon,巴豆属
卵叶贝母兰,parent taxon,贝母兰属
卵心叶虎耳草,parent taxon,虎耳草属
卵叶半边莲,parent taxon,半边莲属
卵盘鹤虱,parent taxon,鹤虱属
卵裂黄鹌菜,parent taxon,黄鹌菜属
卵花甜茅,parent taxon,甜茅属
卵果蔷薇,parent taxon,蔷薇属
卵果红山茶,parent taxon,山茶属
卵果鹤虱,parent taxon,鹤虱属
卵果海桐,parent taxon,海桐花属
栾树,parent taxon,栾树属
峦大紫珠,parent taxon,紫珠属
峦大秋海棠,parent taxon,秋海棠属
峦大八角,parent taxon,八角属
孪叶羊蹄甲,parent taxon,羊蹄甲属
孪叶豆,parent taxon,孪叶豆属
孪生鹅观草,parent taxon,鹅观草属
绿叶润楠,parent taxon,润楠属
绿叶胡枝子,parent taxon,胡枝子属
绿叶五味子,parent taxon,五味子属
绿叶木蓼,parent taxon,木蓼属
绿药淫羊藿,parent taxon,三枝九叶草
绿穗苋,parent taxon,苋属
绿香青,parent taxon,香青属
绿穗薹草,parent taxon,薹草属
绿穗三毛草,parent taxon,三毛草属
绿茎还阳参,parent taxon,还阳参属
绿花羊蹄甲,parent taxon,羊蹄甲属
绿茎楼梯草,parent taxon,楼梯草属
绿花玉凤花,parent taxon,玉凤花属
绿花梅花草,parent taxon,梅花草属
绿花鹿蹄草,parent taxon,鹿蹄草属
绿花隔距兰,parent taxon,隔距兰属
绿萼凤仙花,parent taxon,凤仙花属
绿独子藤,parent taxon,南蛇藤属
绿冬青,parent taxon,冬青
绿干柏,parent taxon,柏木属
绿萼连蕊茶,parent taxon,山茶属
绿春玉山竹,parent taxon,玉山竹属
绿春崖角藤,parent taxon,崖角藤属
绿春悬钩子,parent taxon,悬钩子属
绿春酸脚杆,parent taxon,酸脚杆属
吕宋水锦树,parent taxon,水锦树属
吕宋荚蒾,parent taxon,荚蒾属
旅顺桤木,parent taxon,桤木属
吕宋短柄草,parent taxon,短柄草属
驴蹄草属,parent taxon,毛茛科
禄春安息香,parent taxon,安息香属
禄劝黄堇,parent taxon,紫堇属
鹿葱,parent taxon,石蒜属
陆均松,parent taxon,陆均松属
鲁花树,parent taxon,箣柊属
鲁甸银莲花,parent taxon,银莲花属
鲁甸冬青,parent taxon,冬青
泸定龙胆,parent taxon,龙胆属
泸水山梅花,parent taxon,山梅花属
泸定大油芒,parent taxon,大油芒属
芦山淫羊藿,parent taxon,三枝九叶草
芦花竹,parent taxon,倭竹属
庐山玉山竹,parent taxon,玉山竹属
庐山野古草,parent taxon,野古草属
庐山堇菜,parent taxon,堇菜属
庐山楼梯草,parent taxon,楼梯草属
卢山风毛菊,parent taxon,风毛菊属
露果猪毛菜,parent taxon,猪毛菜属
露兜草,parent taxon,露兜树属
露兜树,parent taxon,露兜树属
漏斗泡囊草,parent taxon,泡囊草属
露兜树科,taxonomic type,露兜树属
露点紫堇,parent taxon,紫堇属
耧斗菜属,parent taxon,毛茛科
耧斗菜叶绣线菊,parent taxon,绣线菊属
隆子拉拉藤,parent taxon,拉拉藤属
隆子远志,parent taxon,远志属
隆林楼梯草,parent taxon,楼梯草属
隆安秋海棠,parent taxon,秋海棠属
笼笼竹,parent taxon,箭竹属
龙爪茅,parent taxon,龙爪茅属
龙爪花,parent taxon,石蒜属
龙竹,parent taxon,牡竹属
龙珠属,parent taxon,茄科
龙溪四轮香,parent taxon,四轮香属
龙头兰,parent taxon,白蝶兰属
龙泉葡萄,parent taxon,葡萄属
龙山杜鹃,taxon synonym,粘芽杜鹃
龙舌草,parent taxon,水车前属
龙陵新木姜子,parent taxon,新木姜子属
龙陵毛兰,parent taxon,毛兰属
龙陵马先蒿,parent taxon,马先蒿属
龙陵钝果寄生,parent taxon,钝果寄生属
龙脑香科,taxonomic type,龙脑香属
龙荔,parent taxon,龙眼属
龙里冬青,parent taxon,冬青
龙胆木,parent taxon,龙胆木属
龙常草,parent taxon,龙常草属
六叶龙胆,parent taxon,龙胆属
六蕊假卫矛,parent taxon,假卫矛属
六盘山棘豆,parent taxon,棘豆属
六齿卷耳,parent taxon,卷耳属
六瓣石笔木,parent taxon,石笔木属
六翅木,parent taxon,六翅木属
六苞藤,parent taxon,六苞藤属
柳枝稷,parent taxon,黍属
柳羽鳞毛蕨,parent taxon,鳞毛蕨属
柳叶紫金牛,parent taxon,紫金牛属
柳州胡颓子,parent taxon,胡颓子属
六耳铃,parent taxon,艾纳香属
柳叶蝇子草,parent taxon,蝇子草属
六道木,parent taxon,六道木属
柳叶野扇花,parent taxon,野扇花属
柳叶鼠李,parent taxon,鼠李属
柳叶水锦树,parent taxon,水锦树属
柳叶山梗菜,parent taxon,半边莲属
柳叶水麻,parent taxon,水麻属
柳叶沙棘,parent taxon,沙棘属
柳叶石斑木,parent taxon,石斑木属
柳叶水丝梨,parent taxon,水丝梨属
柳叶润楠,parent taxon,润楠属
柳叶忍冬,parent taxon,忍冬属
柳叶牛膝,parent taxon,牛膝属
柳叶钝果寄生,parent taxon,钝果寄生属
柳叶繁缕,parent taxon,繁缕属
柳叶吊灯花,parent taxon,吊灯花属
柳叶菜状凤仙花,parent taxon,凤仙花属
柳叶蒿,parent taxon,蒿属
柳叶风毛菊,parent taxon,风毛菊属
柳叶冬青,parent taxon,冬青
柳叶菜,parent taxon,柳叶菜属
柳叶斑鸠菊,parent taxon,斑鸠菊属
柳叶菜风毛菊,parent taxon,风毛菊属
瘤子草属,parent taxon,爵床科
瘤籽黄堇,parent taxon,紫堇属
瘤毛獐牙菜,parent taxon,獐牙菜属
瘤腺叶下珠,parent taxon,叶下珠属
瘤果茶,parent taxon,山茶属
瘤冠麻属,parent taxon,荨麻科
瘤果茴芹,parent taxon,茴芹属
瘤果凤仙花,parent taxon,凤仙花属
瘤果槲寄生,parent taxon,槲寄生属
琉璃繁缕,parent taxon,琉璃繁缕属
琉球豇豆,parent taxon,豇豆属
琉球叉柱兰,parent taxon,叉柱兰属
琉球乳豆,parent taxon,乳豆属
琉苞菊,parent taxon,琉苞菊属
留行草,parent taxon,柏拉木属
留萼木,parent taxon,留萼木属
留兰香,parent taxon,薄荷
流石薹草,parent taxon,薹草属
零余虎耳草,parent taxon,虎耳草属
菱属,parent taxon,菱科
菱叶藜,parent taxon,藜属
菱叶大黄,parent taxon,大黄属
