HudongItem,relation,NewNode
阔柄杜鹃,instance of,生物分类单元
阔柄糙果茶,instance of,生物分类单元
阔边陵齿蕨,instance of,生物分类单元
阔苞菊,instance of,生物分类单元
阔边假脉蕨,instance of,生物分类单元
阔苞菊属,instance of,生物分类单元
阔苞凤仙花,instance of,生物分类单元
阔翅巢蕨,parent taxon,Neottopteris
阔齿铁角蕨,parent taxon,山苏
阔柄蟹甲草,parent taxon,假千里光属
阔萼粉报春,parent taxon,报春花属
阔花早熟禾,taxon rank,种
阔柄杜鹃,taxon rank,种
阔柄糙果茶,taxon rank,种
阔边陵齿蕨,taxon rank,种
阔苞菊,taxon rank,种
阔苞菊属,taxon rank,属
阔苞凤仙花,taxon rank,种
阔柄蟹甲草,basionym,Senecio latipes
阔柄杜鹃,parent taxon,杜鹃花属
阔边陵齿蕨,parent taxon,Lindsaea
阔苞菊,parent taxon,燕茜属
阔苞菊属,parent taxon,Plucheeae
阔柄糙果茶,subject has role,基名
阔苞菊,basionym,Baccharis indica
阔苞菊属,topic's main category,Category:Pluchea
昆明蟹甲草,instance of,生物分类单元
昆明蟹甲草,taxon rank,种
昆明蟹甲草,parent taxon,假千里光属
昆明实心竹,instance of,生物分类单元
昆明帚菊,instance of,生物分类单元
昆明鹰爪枫,instance of,生物分类单元
扩展女贞,instance of,生物分类单元
昆明小檗,instance of,生物分类单元
昆明蟹甲草,basionym,Cacalia tripteris
昆明实心竹,taxon rank,种
昆明帚菊,taxon rank,种
昆明鹰爪枫,taxon rank,种
扩展女贞,taxon rank,种
昆明小檗,taxon rank,种
昆明石杉,instance of,生物分类单元
昆明山梅花,instance of,生物分类单元
昆明山海棠,instance of,生物分类单元
昆明沙参,instance of,生物分类单元
昆明木蓝,instance of,生物分类单元
昆明鹰爪枫,parent taxon,八月瓜属
扩展女贞,parent taxon,女桢属
昆明石杉,taxon rank,种
昆明山梅花,taxon rank,种
昆明山海棠,taxon rank,种
昆明沙参,taxon rank,亚种
昆明木蓝,taxon rank,种
昆明鹿藿,instance of,生物分类单元
昆明香茶菜,instance of,生物分类单元
昆明龙胆,instance of,生物分类单元
昆明犁头尖,instance of,生物分类单元
昆明假蹄盖蕨,instance of,生物分类单元
昆明假瘤蕨,instance of,生物分类单元
昆明羊茅,instance of,生物分类单元
昆明石杉,parent taxon,马尾杉属
昆明木蓝,parent taxon,槐蓝属
昆明鹿藿,taxon rank,种
昆明香茶菜,taxon rank,种
昆明龙胆,taxon rank,种
昆明犁头尖,taxon rank,种
昆明假蹄盖蕨,taxon rank,种
昆明假瘤蕨,taxon rank,种
昆明羊茅,taxon rank,种
昆明沙参,basionym,Adenophora confusa
昆明鹿藿,parent taxon,鹿霍属
昆明假蹄盖蕨,parent taxon,Athyriopsis
昆明假瘤蕨,parent taxon,Phymatopteris
昆明假瘤蕨,basionym,Phymatopsis hirtella
昆仑蒿,instance of,生物分类单元
昆仑蒿,taxon rank,种
昆仑沙蒿,instance of,生物分类单元
昆仑绢蒿,instance of,生物分类单元
昆仑雪兔子,instance of,生物分类单元
昆仑方枝柏,instance of,生物分类单元
昆仑沙蒿,taxon rank,种
昆仑绢蒿,taxon rank,种
昆仑雪兔子,taxon rank,种
昆仑方枝柏,taxon rank,种
昆栏树属,instance of,生物分类单元
昆栏树科,instance of,生物分类单元
昆仑马唐,instance of,生物分类单元
夔州毛蕨,instance of,生物分类单元
魁蓟,instance of,生物分类单元
昆仑绢蒿,parent taxon,Seriphidium
昆栏树属,taxon rank,属
昆栏树科,taxon rank,科
昆仑马唐,taxon rank,种
夔州毛蕨,taxon rank,种
魁蓟,taxon rank,种
昆仑碱茅,instance of,生物分类单元
昆仑锦鸡儿,instance of,生物分类单元
昆仑绢蒿,basionym,Artemisia korovinii
昆仑针茅,instance of,生物分类单元
魁蒿,instance of,生物分类单元
葵叶茑萝,instance of,生物分类单元
葵叶报春,instance of,生物分类单元
葵花大蓟,instance of,生物分类单元
葵菜,instance of,生物分类单元
昆栏树科,parent taxon,真双子叶植物
夔州毛蕨,parent taxon,Cyclosorus
魁蓟,parent taxon,蓟属
昆仑碱茅,taxon rank,种
昆仑锦鸡儿,taxon rank,种
昆仑针茅,taxon rank,种
魁蒿,taxon rank,种
葵叶茑萝,taxon rank,种
葵叶报春,taxon rank,种
葵花大蓟,taxon rank,种
盔须马先蒿,instance of,生物分类单元
盔状黄芩,instance of,生物分类单元
葵菜,taxon rank,种
昆栏树属,taxonomic type,昆栏树
昆栏树科,parent taxon,Polycarpicae
昆仑碱茅,parent taxon,硷茅属
葵叶茑萝,parent taxon,番薯属
葵叶报春,parent taxon,报春花属
葵花大蓟,parent taxon,蓟属
盔须马先蒿,taxon rank,种
盔状黄芩,taxon rank,种
葵菜,parent taxon,锦葵属
昆栏树属,topic's main category,Category:昆栏树属
昆栏树科,parent taxon,Ranales
魁蒿,this taxon is source of,Artemisiae Folium
葵叶茑萝,topic's main category,Category:Ipomoea sloteri
葵花大蓟,basionym,Cnicus souliei
葵菜,topic's main category,Category:Malva verticillata
昆栏树科,parent taxon,昆栏树目
盔状黄芩,has fruit type,nucule
盔状黄芩,IUCN conservation status,无危物种
盔状黄芩,topic's main category,Category:Scutellaria galericulata
昆栏树科,topic's main category,Category:昆栏树科
宽昭龙船花,instance of,生物分类单元
宽昭龙船花,taxon rank,种
宽昭龙船花,parent taxon,仙丹花属
宽昭蛇根草,instance of,生物分类单元
宽羽毛蕨,instance of,生物分类单元
宽翼棘豆,instance of,生物分类单元
宽昭巴豆,instance of,生物分类单元
宽昭螺序草,instance of,生物分类单元
宽昭龙船花,subject has role,基名
宽昭蛇根草,taxon rank,种
宽羽毛蕨,taxon rank,种
宽翼棘豆,taxon rank,种
宽昭巴豆,taxon rank,种
宽昭螺序草,taxon rank,种
宽叶紫萁,instance of,生物分类单元
宽叶紫麻,instance of,生物分类单元
宽叶蝇子草,instance of,生物分类单元
宽羽毛蕨,parent taxon,Cyclosorus
宽叶紫萁,taxon rank,种
宽叶紫麻,taxon rank,种
宽叶蝇子草,taxon rank,种
宽羽实蕨,instance of,生物分类单元
宽叶泽苔草,instance of,生物分类单元
宽羽鳞毛蕨,instance of,生物分类单元
宽叶羊角芹,instance of,生物分类单元
宽叶羊胡子草,instance of,生物分类单元
宽叶羊耳蒜,instance of,生物分类单元
宽叶紫萁,parent taxon,紫萁属
宽羽实蕨,taxon rank,种
宽叶泽苔草,taxon rank,种
宽羽鳞毛蕨,taxon rank,种
宽叶羊角芹,subclass of,蔬菜
宽叶羊胡子草,taxon rank,种
宽叶羊耳蒜,taxon rank,种
宽颖早熟禾,instance of,生物分类单元
宽叶锥花,instance of,生物分类单元
宽叶沿阶草,instance of,生物分类单元
宽叶亚菊,instance of,生物分类单元
宽叶薰衣草,instance of,生物分类单元
宽叶紫萁,subject has role,基名
宽叶紫麻,basionym,Villebrunea tonkinensis
宽羽实蕨,parent taxon,Bolbitis
宽叶香蒲,instance of,生物分类单元
宽叶香茶菜,instance of,生物分类单元
宽叶线柱兰,instance of,生物分类单元
宽叶羊角芹,taxon rank,种
宽叶羊胡子草,parent taxon,羊胡子草
宽叶羊耳蒜,parent taxon,羊耳蒜属
宽颖早熟禾,taxon rank,种
宽叶锥花,taxon rank,种
宽叶沿阶草,taxon rank,种
宽叶亚菊,taxon rank,种
宽叶薰衣草,taxon rank,种
宽叶泽苔草,IUCN conservation status,无危物种
宽叶香蒲,taxon rank,种
宽叶香茶菜,taxon rank,种
宽叶线柱兰,taxon rank,种
宽叶兔儿风,instance of,生物分类单元
宽叶水柏枝,instance of,生物分类单元
宽叶水竹叶,instance of,生物分类单元
宽叶鼠麴草,instance of,生物分类单元
宽叶栓果芹,instance of,生物分类单元
宽叶羊胡子草,has fruit type,nucule
宽叶亚菊,parent taxon,Ajania
宽叶十万错,instance of,生物分类单元
宽叶上树南星,instance of,生物分类单元
宽叶山柳菊,instance of,生物分类单元
宽叶兔儿风,taxon rank,种
宽叶水柏枝,taxon rank,种
宽叶水竹叶,taxon rank,种
宽叶鼠麴草,taxon rank,种
宽叶栓果芹,taxon rank,种
宽叶羊角芹,has fruit type,胞果
宽叶羊胡子草,IUCN conservation status,无危物种
宽叶薰衣草,IUCN conservation status,无危物种
宽叶十万错,taxon rank,种
宽叶上树南星,taxon rank,种
宽叶山柳菊,taxon rank,种
宽叶香蒲,IUCN conservation status,无危物种
宽叶香茶菜,subject has role,基名
宽叶鼠麴草,parent taxon,鼠曲草属
宽叶羊角芹,topic's main category,Category:Aegopodium podagraria
宽叶羊胡子草,topic's main category,Category:Eriophorum latifolium
宽叶薰衣草,topic's main category,Category:Lavandula latifolia
宽叶香蒲,topic's main category,Category:Typha latifolia
宽叶兔儿风,basionym,Liatris latifolia
宽叶水竹叶,basionym,Commelina japonica
宽叶鼠麴草,basionym,Anaphalis adnata
宽叶羊角芹,described by source,Ottův slovník naučný
宽叶十万错,basionym,Justicia gangetica
宽叶山柳菊,subject has role,基名
宽叶十万错,topic's main category,Category:Asystasia gangetica
宽叶柳兰,instance of,生物分类单元
宽叶柳兰,taxon rank,种
宽叶蓼,instance of,生物分类单元
宽叶梅花草,instance of,生物分类单元
宽叶柳兰,parent taxon,柳兰属
宽叶蓼,taxon rank,种
宽叶梅花草,taxon rank,种
宽叶蔓乌头,instance of,生物分类单元
宽叶楼梯草,instance of,生物分类单元
宽叶金粟兰,instance of,生物分类单元
宽叶韭,instance of,生物分类单元
宽叶蔓豆,instance of,生物分类单元
宽叶景天,instance of,生物分类单元
宽叶柳兰,basionym,Epilobium latifolium
宽叶金鱼藻,instance of,生物分类单元
宽叶蔓乌头,taxon rank,种
宽叶楼梯草,taxon rank,种
宽叶金粟兰,taxon rank,种
宽叶韭,taxon rank,种
宽叶蔓豆,taxon rank,种
宽叶景天,taxon rank,变种
宽叶柳兰,topic's main category,Category:Chamerion latifolium
宽叶金鱼藻,taxon rank,种
宽叶角盘兰,instance of,生物分类单元
宽叶假脉蕨,instance of,生物分类单元
宽叶荚囊蕨,instance of,生物分类单元
宽叶黄耆,instance of,生物分类单元
宽叶胡枝子,instance of,生物分类单元
宽叶柳穿鱼,instance of,生物分类单元
宽叶厚唇兰,instance of,生物分类单元
宽叶韭,parent taxon,葱属
宽叶景天,parent taxon,Sedum fui
宽叶红门兰,instance of,生物分类单元
宽叶角盘兰,taxon rank,种
宽叶假脉蕨,taxon rank,种
宽叶荚囊蕨,taxon rank,种
宽叶黄耆,taxon rank,种
宽叶胡枝子,taxon rank,种
宽叶柳穿鱼,taxon rank,种
宽叶厚唇兰,taxon rank,种
宽叶红门兰,taxon rank,种
宽叶蒿,instance of,生物分类单元
宽叶割鸡芒,instance of,生物分类单元
宽叶腹水草,instance of,生物分类单元
宽叶耳唇兰,instance of,生物分类单元
宽叶鹅观草,instance of,生物分类单元
宽叶杜鹃,instance of,生物分类单元
宽叶假脉蕨,parent taxon,Crepidomanes
宽叶荚囊蕨,parent taxon,Struthiopteris
宽叶黄耆,parent taxon,黄芪
宽叶厚唇兰,parent taxon,石斛兰属
宽叶独行菜,instance of,生物分类单元
宽叶蒿,taxon rank,种
宽叶割鸡芒,taxon rank,种
宽叶腹水草,taxon rank,种
宽叶耳唇兰,taxon rank,种
宽叶鹅观草,taxon rank,种
宽叶杜鹃,taxon rank,种
宽叶厚唇兰,taxon synonym,Epigeneium amplum
宽叶独行菜,taxon rank,种
宽叶杜鹃,parent taxon,杜鹃花属
宽药隔玉凤花,instance of,生物分类单元
宽药隔玉凤花,taxon rank,种
宽叶独行菜,topic's main category,Category:Lepidium latifolium
宽托叶老鹳草,instance of,生物分类单元
宽托叶老鹳草,taxon rank,种
宽托叶老鹳草,parent taxon,老颧草属
宽序乌口树,instance of,生物分类单元
宽筒龙胆,instance of,生物分类单元
宽序崖豆藤,instance of,生物分类单元
宽序乌口树,taxon rank,种
宽筒龙胆,taxon rank,种
宽穗扁莎,instance of,生物分类单元
宽丝獐牙菜,instance of,生物分类单元
宽序崖豆藤,taxon rank,种
宽肾叶老鹳草,instance of,生物分类单元
宽舌橐吾,instance of,生物分类单元
宽舌垂头菊,instance of,生物分类单元
宽穗赖草,instance of,生物分类单元
宽穗扁莎,taxon rank,种
宽丝獐牙菜,taxon rank,种
宽肾叶老鹳草,taxon rank,种
宽舌橐吾,taxon rank,种
宽舌垂头菊,taxon rank,种
宽穗赖草,taxon rank,种
宽蕊地榆,instance of,生物分类单元
宽穗扁莎,parent taxon,扁莎草属
宽序崖豆藤,subject has role,基名
宽片老鹳草,instance of,生物分类单元
宽脉珠子木,instance of,生物分类单元
宽鳞耳蕨,instance of,生物分类单元
宽筒杜鹃,instance of,生物分类单元
宽裂掌叶报春,instance of,生物分类单元
宽肾叶老鹳草,parent taxon,老颧草属
宽蕊地榆,taxon rank,种
宽片老鹳草,taxon rank,种
宽脉珠子木,taxon rank,种
宽鳞耳蕨,taxon rank,种
宽筒杜鹃,taxon rank,种
宽裂掌叶报春,taxon rank,种
宽裂黄堇,instance of,生物分类单元
宽片膜蕨,instance of,生物分类单元
宽舌橐吾,basionym,Senecio platyglossus
宽舌垂头菊,basionym,Ligularia arnicoides
宽镰贯众,instance of,生物分类单元
宽框荠属,instance of,生物分类单元
宽框荠,instance of,生物分类单元
宽距兰属,instance of,生物分类单元
宽片老鹳草,parent taxon,老颧草属
宽鳞耳蕨,parent taxon,Polystichum
宽筒杜鹃,parent taxon,杜鹃花属
宽裂掌叶报春,parent taxon,报春花属
宽裂黄堇,taxon rank,种
宽片膜蕨,taxon rank,种
宽镰贯众,taxon rank,种
宽框荠属,taxon rank,属
宽框荠,taxon rank,种
宽距兰属,taxon rank,属
宽脉珠子木,subject has role,基名
宽片膜蕨,parent taxon,膜蕨亚科
宽镰贯众,parent taxon,Cyrtomium
宽距兰属,parent taxon,Calypsoeae
宽裂黄堇,basionym,Corydalis albicaulis var. latiloba
宽距兰属,topic's main category,Category:Yoania
宽花紫堇,instance of,生物分类单元
宽花紫堇,taxon rank,种
宽花香茶菜,instance of,生物分类单元
宽果红景天,instance of,生物分类单元
宽戟橐吾,instance of,生物分类单元
宽角楼梯草,instance of,生物分类单元
宽花香茶菜,taxon rank,种
宽果红景天,taxon rank,种
宽戟橐吾,taxon rank,种
宽角楼梯草,taxon rank,种
宽果丛菔,instance of,生物分类单元
宽管花属,instance of,生物分类单元
宽喙马先蒿,instance of,生物分类单元
宽冠粉苞菊,instance of,生物分类单元
宽萼淫羊藿,instance of,生物分类单元
宽果丛菔,taxon rank,种
宽管花属,taxon rank,属
宽喙马先蒿,taxon rank,种
宽冠粉苞菊,taxon rank,种
宽萼淫羊藿,taxon rank,种
宽戟橐吾,basionym,Senecio latihastatus
宽萼岩风,instance of,生物分类单元
宽萼溲疏,instance of,生物分类单元
宽萼口药花,instance of,生物分类单元
宽果算盘子,instance of,生物分类单元
宽果紫金龙,instance of,生物分类单元
宽果秃疮花,instance of,生物分类单元
宽萼景天,instance of,生物分类单元
宽萼锦香草,instance of,生物分类单元
宽管花属,parent taxon,Pogostemoneae
宽冠粉苞菊,parent taxon,粉苞苣属
宽萼岩风,taxon rank,种
宽萼溲疏,taxon rank,种
宽萼口药花,taxon rank,种
宽果算盘子,taxon rank,种
宽果紫金龙,taxon rank,种
宽果秃疮花,taxon rank,种
宽萼景天,taxon rank,种
宽萼锦香草,taxon rank,种
宽管花属,topic's main category,Category:宽管花属
宽萼角盘兰,instance of,生物分类单元
宽萼滇紫草,instance of,生物分类单元
宽萼翠雀花,instance of,生物分类单元
宽萼半蒴苣苔,instance of,生物分类单元
宽顶毛蕨,instance of,生物分类单元
宽萼粗筒苣苔,instance of,生物分类单元
宽刺藤,instance of,生物分类单元
宽萼口药花,parent taxon,Jaeschkea
宽萼景天,parent taxon,景天属
宽萼角盘兰,taxon rank,种
宽萼滇紫草,taxon rank,种
宽萼翠雀花,taxon rank,种
宽萼半蒴苣苔,taxon rank,种
宽顶毛蕨,taxon rank,种
宽萼粗筒苣苔,taxon rank,种
宽刺藤,instance of,异名
宽萼口药花,basionym,Gentiana canaliculata
宽刺蔷薇,instance of,生物分类单元
宽刺鹤虱,instance of,生物分类单元
宽唇神香草,instance of,生物分类单元
宽唇山姜,instance of,生物分类单元
宽唇角盘兰,instance of,生物分类单元
