iplantitem1,relation,iplantitem2
细毛巴戟,功用,本种根部肉质皮层较巴戟天薄，可作药材“巴戟天”的代用品。
西南巴戟,功用,本种根皮层肉质化，作药材“巴戟天”代用品。
假巴戟,功用,本种根部肉质皮层较巴戟天薄，可作药材“巴戟天”代用品，品...
小花荠苎,功用,全草入药，功效近石香薷。
石香薷,功用,民间用全草入药，治中暑发热、感冒恶寒、胃痛呕吐、急性肠胃...
宽序崖豆藤,功用,茎有毒，外用治疮毒、祛风湿；根治白带、便血。
闹鱼崖豆,功用,材质净白，可制家具；全株有毒，种子可毒鱼；根和茎适量煎水...
峨眉崖豆藤,功用,茎入药，可活血行经。
皱果崖豆藤,功用,种子有毒，可作杀虫药。
厚果崖豆藤,功用,种子和根含鱼藤酮，磨粉可作杀虫药，能防治多种粮棉害虫；茎...
老鸦烟筒花,功用,树皮入药，煎服治皮炎，亦可驱虫解毒。
含羞草,功用,全草供药用，有安神镇静的功能，鲜叶捣烂外敷治带状泡疗。
南红藤,功用,全草药用。
紫茉莉,功用,根、叶可供药用，有清热解毒、活血调经和滋补的功效。种子白...
五节芒,功用,幼叶作饲料，秆可作造纸原料。根状茎有利尿之效。
水田白,功用,2. 水田白（中国高等植物图鉴）短形尖巾草（台湾植物志），...
线叶粟米草,功用,斯里兰卡用作退烧药。
粟米草,功用,全草可供药用，有清热解毒功效，治腹痛泄泻、皮肤热疹、火眼...
小鱼仙草,功用,民间用全草入药，治感冒发热、中暑头痛、恶心、无汗、热痱、...
石荠苎,功用,民间用全草入药，治感冒、中暑发高烧、痱子、皮肤搔痒、疟疾...
地黄连,功用,据《四川中药志》记载，本植物可治五痨咳嗽、跌打损伤及风湿...
裸花水竹叶,功用,全草和烧酒捣烂，外敷可治疮疖红肿。
广西九里香（原变种）,功用,植株各部的油点干后变褐黑色，可作鉴别特征。据分析，它的叶...
芭蕉,功用,叶纤维为芭蕉布（称蕉葛）的原料，亦为造纸原料，假茎煎服功...
树头芭蕉,功用,花、假茎、根头作菜或当饭吃，假茎亦可作猪饲料，全株尚可入...
地涌金莲,功用,假茎作猪饲料；花可入药，有收敛止血作用，治白带、红崩及大...
楠藤,功用,茎、叶和果均入药，有清热消炎功效，可治疥疮积热；海南民间...
苦槛蓝科,功用,本科一些种可植作绿篱、花灌木，或作海滨及河岸多石地带的绿...
苦槛蓝属,功用,可植作绿篱，或作海滨和河岸多石地带的绿化用。部分种在产地...
鹅肠菜,功用,全草供药用，驱风解毒，外敷治疖疮；幼苗可作野菜和饲料。
圆舌粘冠草,功用,云南曲靖土名山羊梅，用根解表透疹。
杨梅,功用,杨梅是我国江南的著名水果；树皮富于单宁，可用作赤褐色染料...
穗状狐尾藻,功用,全草入药，清凉，解毒，止痢，治慢性下痢。夏季生长旺盛，一...
翅果藤,功用,云南元江地区民间有用根来作药用，可消炎、润肺、止咳；全草...
肉豆蔻科,功用,本科属热带特产，为热带雨林中具有代表性的树种，其中一些种...
铁仔,功用,1．铁仔簸赭子（植物名实图考），野茶（陕西），明立花（...
南天竹,功用,根、叶具有强筋活络，消炎解毒之效，果为镇咳药。但过量有中...
毛花点草,功用,全草入药。有清热解毒之效，可用于治疗烧烫伤、热毒疮、湿疹...
水仙,功用,鳞茎多液汁，有毒，含有石蒜碱、多花水仙碱等多种生物碱；外...
甘松属,功用,根茎部有烈香，可提取香料及药用。
欧洲夹竹桃,功用,花红色，常作绿化观赏。植株有毒，在国外用作杀鼠及堕胎药。
广布芋兰,功用,块茎民间药用，功效同毛叶芋兰。
毛唇芋兰,功用,块茎民间药用，功效同毛叶芋兰。
毛叶芋兰,功用,7.毛叶芋兰（中国高等植物图鉴）芋兰（植物分类学报）
腺毛黑种草,功用,种子供药用。
小果白刺,功用,耐盐碱和沙埋，适于地下水位1-2米深的沙地生长。沙埋能生不...
龙船草,功用,广西用花入药，可清肝火，散郁结，治痈肿疤毒、目赤肿痛、瘰...
大叶假百合,功用,全草可作药用。
异叶梁王茶,功用,本种为民间草药，治跌打损伤、风湿关节痛。
掌叶梁王茶,功用,本种为民间草药，茎皮有清热消炎、生津止泻之效，主治喉炎。
川白苞芹,功用,根药用。
卵叶羌活,功用,其根茎较松软，药用价值不大。
乌檀,功用,木材橙黄色，有苦味，为良好建筑用材。茎含黄酮甙、酚类，入...
绣线梅属,功用,大部分可栽培供观赏用。根入药。
新樟,功用,枝、叶含芳香油，出油率0.8-1.7％，油用于香料及医药工业。...
疏果石丁香,功用,全株治跌打、接骨。
石丁香,功用,据《西藏植物志》载：全草入药，治营养不良性水肿、跌打损伤...
新木姜子,功用,10.新木姜子（中国树木分类学、台湾植物志）新木姜（中国高...
浙江新木姜子,功用,果核可榨油，供制肥皂和润滑油用，枝叶可蒸馏芳香油，作化妆...
锈叶新木姜子,功用,5.锈叶新木姜子 辣汁树（广东大埔），石槁（广东鼎湖山），...
大叶新木姜子,功用,本种根可入药，治妇女白带。
猪笼草,功用,据载本种药用有清热止咳、利尿和降压之效。
藏荆芥,功用,西藏民间用花、叶入药，治抽风症。
荆芥,功用,据国外报道本种含芳香油达3%，油用于化妆品香料，其中有1变...
穗花荆芥,功用,全草入药，用于解表。
罗勒属,功用,本属为主要芳香油植物之一，又可药用及观赏。
灰罗勒,功用,有报道，苏丹用叶制成糊剂，用于治皮肤病。
丁香罗勒-毛叶变种,功用,全草入药，功用同罗勒，亦可提制芳香油。
粉花月见草,功用,根入药，有消炎、降血压功效。
少穗竹,功用,本种竿壁较薄，可劈篾用于箍桶；叶在当地用以治小儿惊风。
柳叶菜科,功用,本科为重要的花卉植物、香料植物、油料植物。月见草属、倒挂...
滇紫草属,功用,本属植物的根入药，性寒、味甘、咸、用于清热凉血，解毒透疹...
粟柄金粉蕨,功用,四川峨眉山用全草治疮毒。
盒果藤,功用,本种根皮用作泻药，并用以洗久伤筋硬、不能伸缩；茎可用以捆...
狭叶瓶尔小草,功用,药用，主治无名肿毒。
瓶尔小草,功用,可供药用。
沿阶草属,功用,一些种具有小块根，中药上作麦冬用。而目前量大而常用的多为...
长茎沿阶草,功用,民间有时用全草捣烂外敷治脓疮。
麦冬,功用,本种小块根是中药麦冬，有生津解渴、润肺止咳之效，栽培很广...
姜状沿阶草,功用,本种根状茎肉质、肥厚呈姜状，而与沿阶草属其他种类有明显区...
蛇根草属,功用,本属植物种类虽不少，但经济用途方面的记载却很少，只有蛇根...
距花蛇根草,功用,本属植物种类虽不少，但经济用途方面的记载却很少，只有蛇根...
宽叶红门兰,功用,本种块茎入药。可以代替手参Gymnadenia conopsea（L.）R. Br...
大叶石上莲,功用,23.大叶石上莲（中国高等植物图鉴）
石上莲,功用,全草供药用，治刀伤出血。
凹尖紫麻,功用,李治基等采自广西靖西的标本，叶先端微凹缺，有不等的3凸尖...
牛至,功用,全草入药，可预防流感，治中暑、感冒、头痛身重、腹痛、呕吐...
臭常山,功用,含香豆素bergapten、imperatorin、xanthotoxin。又含喹啉类...
红豆属,功用,本属多数种类木材花纹美丽，淡红色至褐红色，质坚重，刨削后...
花榈木,功用,木材致密质重，纹理美丽，可作轴承及细木家具用材；根、枝、...
小叶红豆,功用,32.小叶红豆（中国主要植物图说??豆科）苏檀木、紫檀（广西...
滇桂喜鹊苣苔,功用,全草民间供药用，可治骨髓炎。
列当,功用,9.列当（图经衍义本草）兔子拐棍、独根草（内蒙古）
瓦松,功用,全草药用，有止血、活血、敛疮之效。但有小毒，宜慎用。
木蝴蝶,功用,种子、树皮入药，可消炎镇痛，治心气痛，肝气痛，支气管炎及...
鸡脚参,功用,1. 鸡脚参（云南澄江）山青菜（四川米易），山槟榔（云南曲...
鸡脚参茎叶变种,功用,根药用同鸡脚参。
金锦香属,功用,本属植物有的种可供药用。
假朝天罐,功用,全株入药，有清热收敛止血的功效，也有用根治痢疾及淋病。
湿生金锦香,功用,我们的标本与原描述略有差异，即花瓣较短（原描述长2.2厘米...
疏叶香根芹,功用,根药用，散寒发表、止痛，治风寒感冒、头顶痛、周身疼痛（摘...
山芹属,功用,本属有不少种类可供作药用、饲料及提取挥发油。
隔山香,功用,根入药，有疏风清热、活血化瘀、行气止痛等功能。用于治风热...
沙针,功用,1.沙针（中国种子植物科属辞典）
山酢浆草,功用,全草入药，能利尿解热。
红花酢浆草,功用,全草入药，治跌打损伤、赤白痢，止血。
中华山紫茉莉,功用,根补益脾肾、利水，治肾炎水肿、淋病。
尖子木属,功用,本属有的植物供药用。
尖子木,功用,全株清热止痢，治痢疾、腹泻、疮疖等。
猫头刺（原变种）,功用,春季绵羊、山羊采食一些花和小叶，骆驼有时采食一些嫩枝叶，...
臭棘豆,功用,叶和花药用，有止血生肌之功。可治皮炎、解毒、便秘，外敷能...
小叶棘豆,功用,本种药用，可治黄疸、肝炎。据《西藏阿里地区动植物考察报告...
多叶棘豆,功用,本种饲料价值不高。全草入药，有清热解毒、消肿、祛风湿、止...
芍药属,功用,在我 国分布的种类中，多数种类的根、根皮供药用，有镇痉、...
狭叶牡丹,功用,根药用，根皮（“赤丹皮”）可治吐血、尿血、血痢、痛经等症...
黄牡丹,功用,根药用，根皮（“赤丹皮”）可治吐血、尿血、血痢、痛经等症...
多花芍药,功用,本种的外形与白花芍药P. sterniana相似，但本种心皮密生淡黄...
芍药,功用,根药用，称“白芍”，能镇痛、镇痉、祛瘀、通经；种子含油量...
美丽芍药,功用,根药用，有行瘀活血、止痛之效。
草芍药,功用,根药用，有养血调经、凉血止痛之效。
毛叶草芍药,功用,根药用，有养血调经、凉血止痛之效。
新疆芍药,功用,本种外部形态与窄叶芍药P. anomala相近似，但主根垂直，分枝...
牡丹,功用,根皮供药用，称“丹皮”；为镇痉药，能凉血散瘀，治中风、腹...
紫斑牡丹,功用,根皮供药用，称“丹皮”；为镇痉药，能凉血散瘀，治中风、腹...
川赤芍,功用,根供药用，称“赤芍”，能活血通经，凉血散瘀，清热解毒。
马甲子,功用,木材坚硬，可作农具柄；分枝密且具针刺，常栽培作绿篱；根、...
人参,功用,人参的肉质根为著名强壮滋补药，适用于调整血压、恢复心脏功...
分叉露兜,功用,叶可编蓆，制簔衣；根供药用，可治某些炎症。
脓疮草属,功用,脓疮草属植物的用途类似益每草属，主要用在医药上，对神经系...
罂粟属,功用,大多庭园栽培供观赏，有些种类入药。
虞美人,功用,花和全株入药，含多种生物碱，有镇咳、止泻、镇痛、镇静等功...
罂粟科,功用,本科植物有些种类入药，如血水草、荷青花、白屈菜、博落回、...
毛杜仲藤,功用,全株供药用，有镇静、镇痛、降低血压作用，广西民间用来治刀...
杜仲藤,功用,全株供药用，广西民间有用来治小儿麻痹，跌打损伤等症。乳液...
网脉蛛毛苣苔,功用,全草药用，味微甘、辛，性温，活血、消肿止痛。
锈色蛛毛苣苔,功用,5．锈色蛛毛苣苔
小叶,功用,广西、贵州用全草入药，云有润肺止咳、补血调经之效。
拟耧斗菜属,功用,拟耧斗菜 P. microphylla 可供药用。
拟耧斗菜,功用,枝、叶药用，治子宫出血等症（西藏常用中草药）；在四川西北...
墙草,功用,全草药用，有拔脓消肿之效。
重楼属,功用,本属植物种子萌发的实生苗或将根状茎切成块状繁殖长出的苗均...
扁轴木,功用,树皮和叶供药用，补虚劳。
西番莲,功用,花大而奇特，可作庭园观赏植物。全草可入药，具有祛风消热、...
杯叶西番莲,功用,根、叶或全草药用，有消食健胃、引气止痛之效。贵州用叶外敷...
圆叶西番莲,功用,全株药用，可防治痢疾、肺结核；叶能杀蛆、外敷家畜伤口发炎...
山峰西番莲,功用,根可入药，有健胃消食、止痛消炎之效。
镰叶西番莲,功用,全草入药，有舒筋活络、散瘀活血、止咳化痰之效。
豆瓣绿,功用,全草药用。内服治风湿性关节炎、支气管炎；外敷治扭伤、骨折...
青蛇藤,功用,茎皮纤维可编制绳索及造纸原料。茎可药用，治腰痛、风湿麻木...
